time (seconds),Sweep 0_Clamp Current (pA),Sweep 1_Clamp Current (pA),Sweep 2_Clamp Current (pA),Sweep 3_Clamp Current (pA),Sweep 4_Clamp Current (pA),Sweep 5_Clamp Current (pA),Sweep 6_Clamp Current (pA),Sweep 7_Clamp Current (pA),Sweep 8_Clamp Current (pA)
0.0056,6.103515625,0.6103515625,4.8828125,6.103515625,7.9345703125,0.0,7.9345703125,1.8310546875,-2.44140625
0.0058000000000000005,2.44140625,0.6103515625,0.0,3.662109375,4.2724609375,6.7138671875,6.7138671875,0.6103515625,-1.8310546875
0.006,3.662109375,6.7138671875,-1.220703125,7.9345703125,1.8310546875,9.1552734375,4.8828125,-1.8310546875,-1.220703125
0.006200000000000001,6.7138671875,7.32421875,2.44140625,7.32421875,-1.220703125,1.8310546875,0.0,3.0517578125,0.0
0.0064,2.44140625,3.0517578125,6.7138671875,9.765625,0.6103515625,3.0517578125,6.103515625,-1.8310546875,1.220703125
0.0066,2.44140625,9.765625,3.0517578125,9.1552734375,3.0517578125,8.544921875,4.2724609375,-0.6103515625,3.662109375
0.0068000000000000005,3.662109375,1.8310546875,0.6103515625,6.103515625,4.8828125,6.7138671875,4.2724609375,7.32421875,5.4931640625
0.007,9.765625,4.2724609375,6.7138671875,3.0517578125,7.32421875,1.220703125,3.662109375,1.8310546875,9.765625
0.007200000000000001,6.103515625,6.7138671875,4.2724609375,-0.6103515625,9.765625,-1.220703125,7.9345703125,1.220703125,8.544921875
0.0074,0.6103515625,-0.6103515625,0.6103515625,-0.6103515625,9.1552734375,-0.6103515625,0.6103515625,3.662109375,3.0517578125
0.0076,-1.220703125,3.0517578125,1.220703125,4.8828125,9.1552734375,3.662109375,5.4931640625,7.9345703125,1.8310546875
0.0078000000000000005,-1.8310546875,6.7138671875,6.7138671875,9.1552734375,9.1552734375,6.103515625,6.7138671875,0.6103515625,2.44140625
0.008,4.8828125,2.44140625,-1.220703125,3.0517578125,9.1552734375,7.9345703125,0.0,3.0517578125,9.765625
0.0082,7.32421875,-0.6103515625,4.2724609375,0.6103515625,7.9345703125,7.9345703125,-0.6103515625,4.8828125,1.220703125
0.008400000000000001,9.1552734375,1.220703125,1.220703125,-0.6103515625,10.3759765625,6.103515625,5.4931640625,4.8828125,10.3759765625
0.0086,3.0517578125,6.103515625,7.9345703125,4.2724609375,6.7138671875,4.8828125,7.9345703125,3.0517578125,4.2724609375
0.0088,1.8310546875,5.4931640625,1.220703125,3.0517578125,6.103515625,2.44140625,4.2724609375,9.1552734375,2.44140625
0.009000000000000001,1.8310546875,0.6103515625,6.7138671875,6.103515625,3.0517578125,2.44140625,0.0,0.6103515625,6.103515625
0.0092,1.220703125,-0.6103515625,7.9345703125,-0.6103515625,0.6103515625,3.0517578125,1.220703125,1.220703125,7.9345703125
0.0094,-1.8310546875,0.6103515625,1.8310546875,0.6103515625,0.6103515625,0.6103515625,3.0517578125,6.103515625,4.8828125
0.009600000000000001,-1.8310546875,6.7138671875,2.44140625,6.7138671875,7.9345703125,3.662109375,8.544921875,4.2724609375,9.1552734375
0.0098,-1.8310546875,6.103515625,9.765625,1.220703125,6.103515625,3.0517578125,9.1552734375,0.0,3.0517578125
0.01,-0.6103515625,5.4931640625,6.7138671875,3.0517578125,4.8828125,6.7138671875,9.1552734375,1.8310546875,5.4931640625
0.0102,3.0517578125,3.0517578125,2.44140625,1.220703125,7.9345703125,10.3759765625,7.9345703125,7.32421875,6.7138671875
0.010400000000000001,3.0517578125,1.8310546875,1.220703125,6.103515625,10.3759765625,8.544921875,5.4931640625,8.544921875,0.0
0.0106,6.103515625,0.6103515625,3.662109375,-0.6103515625,1.220703125,7.32421875,3.662109375,5.4931640625,1.8310546875
0.0108,9.1552734375,0.6103515625,7.32421875,5.4931640625,7.9345703125,1.220703125,3.662109375,1.220703125,7.9345703125
0.011000000000000001,6.7138671875,0.0,9.1552734375,7.9345703125,3.0517578125,-1.220703125,3.0517578125,-1.220703125,7.32421875
0.0112,0.0,1.220703125,4.2724609375,1.220703125,0.0,1.8310546875,3.662109375,-0.6103515625,1.8310546875
0.0114,-3.0517578125,0.6103515625,0.6103515625,1.8310546875,1.8310546875,6.7138671875,4.8828125,0.0,0.6103515625
0.011600000000000001,0.6103515625,1.220703125,0.0,7.32421875,5.4931640625,8.544921875,7.32421875,3.0517578125,4.8828125
0.0118,-2.44140625,1.220703125,0.6103515625,6.103515625,-2.44140625,7.32421875,8.544921875,4.8828125,10.3759765625
0.012,8.544921875,4.8828125,2.44140625,0.6103515625,6.7138671875,9.1552734375,8.544921875,7.32421875,10.3759765625
0.0122,1.8310546875,7.32421875,6.103515625,-0.6103515625,-0.6103515625,1.220703125,6.7138671875,7.9345703125,6.7138671875
0.012400000000000001,6.103515625,7.32421875,4.8828125,4.8828125,3.662109375,7.9345703125,3.662109375,6.7138671875,3.662109375
0.0126,4.2724609375,4.2724609375,6.7138671875,7.32421875,6.7138671875,3.0517578125,-0.6103515625,7.32421875,1.220703125
0.0128,1.8310546875,0.6103515625,7.32421875,6.7138671875,-1.8310546875,0.6103515625,2.44140625,5.4931640625,0.6103515625
0.013000000000000001,1.8310546875,-1.8310546875,6.103515625,3.0517578125,3.0517578125,2.44140625,6.103515625,6.103515625,0.0
0.0132,7.9345703125,-0.6103515625,4.8828125,0.6103515625,7.32421875,7.32421875,9.1552734375,3.662109375,1.220703125
0.0134,-1.8310546875,7.9345703125,1.8310546875,-2.44140625,0.6103515625,-1.220703125,6.7138671875,1.220703125,1.220703125
0.013600000000000001,8.544921875,-0.6103515625,0.6103515625,-0.6103515625,0.0,6.7138671875,1.220703125,-0.6103515625,0.0
0.013800000000000002,4.8828125,6.7138671875,-1.8310546875,0.6103515625,3.0517578125,-0.6103515625,9.765625,-0.6103515625,0.0
0.014,3.662109375,5.4931640625,1.220703125,4.2724609375,9.1552734375,4.8828125,4.2724609375,0.0,0.0
0.0142,10.986328125,1.220703125,7.32421875,4.8828125,6.103515625,3.662109375,0.0,5.4931640625,-2.44140625
0.014400000000000001,3.0517578125,-0.6103515625,8.544921875,6.7138671875,1.8310546875,-0.6103515625,2.44140625,7.9345703125,-0.6103515625
0.0146,0.0,7.32421875,7.32421875,4.8828125,2.44140625,6.103515625,7.32421875,8.544921875,0.0
0.0148,4.2724609375,-0.6103515625,6.103515625,6.103515625,1.220703125,8.544921875,-0.6103515625,9.765625,2.44140625
0.015000000000000001,7.32421875,6.7138671875,7.9345703125,7.32421875,6.7138671875,0.6103515625,4.8828125,1.8310546875,7.32421875
0.0152,3.0517578125,-0.6103515625,1.220703125,3.0517578125,4.8828125,0.6103515625,0.6103515625,9.765625,9.1552734375
0.0154,-1.8310546875,6.103515625,7.9345703125,1.8310546875,8.544921875,4.2724609375,9.765625,0.0,6.103515625
0.015600000000000001,1.220703125,3.662109375,3.662109375,-1.8310546875,3.0517578125,7.32421875,1.8310546875,3.0517578125,0.6103515625
0.0158,7.9345703125,-0.6103515625,-0.6103515625,2.44140625,1.220703125,4.8828125,6.103515625,6.7138671875,3.662109375
0.016,9.1552734375,5.4931640625,5.4931640625,5.4931640625,0.6103515625,1.8310546875,9.1552734375,6.7138671875,6.7138671875
0.0162,6.103515625,6.103515625,9.1552734375,7.9345703125,-1.220703125,0.0,0.6103515625,1.220703125,2.44140625
0.0164,4.8828125,-0.6103515625,1.220703125,6.103515625,-1.8310546875,3.662109375,4.2724609375,6.7138671875,-1.8310546875
0.0166,0.0,-0.6103515625,9.1552734375,4.2724609375,0.0,8.544921875,7.32421875,1.8310546875,6.7138671875
0.016800000000000002,-1.220703125,3.0517578125,0.6103515625,7.32421875,1.8310546875,9.765625,4.2724609375,7.32421875,3.662109375
0.017,0.0,8.544921875,7.9345703125,6.103515625,3.0517578125,7.32421875,-0.6103515625,-0.6103515625,0.0
0.0172,0.0,6.7138671875,5.4931640625,3.0517578125,6.7138671875,4.8828125,0.6103515625,6.7138671875,3.0517578125
0.017400000000000002,-0.6103515625,4.8828125,1.8310546875,2.44140625,8.544921875,4.2724609375,7.32421875,1.8310546875,7.9345703125
0.0176,1.8310546875,1.8310546875,9.1552734375,5.4931640625,7.9345703125,3.0517578125,7.32421875,-1.220703125,1.8310546875
0.0178,0.6103515625,-0.6103515625,6.7138671875,7.32421875,4.2724609375,3.0517578125,3.662109375,5.4931640625,6.103515625
0.018000000000000002,-0.6103515625,0.0,2.44140625,0.6103515625,3.662109375,2.44140625,0.6103515625,4.8828125,0.0
0.0182,-0.6103515625,1.220703125,3.0517578125,4.2724609375,0.0,1.8310546875,0.0,0.0,9.1552734375
0.0184,1.8310546875,1.8310546875,7.32421875,2.44140625,0.6103515625,1.220703125,3.0517578125,1.220703125,0.6103515625
0.018600000000000002,4.2724609375,2.44140625,8.544921875,4.2724609375,1.220703125,4.2724609375,5.4931640625,5.4931640625,3.0517578125
0.0188,9.1552734375,3.662109375,3.662109375,0.0,7.32421875,4.2724609375,9.1552734375,7.9345703125,9.765625
0.019,9.1552734375,1.8310546875,0.6103515625,7.9345703125,1.220703125,6.103515625,8.544921875,0.6103515625,4.2724609375
0.019200000000000002,5.4931640625,1.220703125,-0.6103515625,2.44140625,9.765625,9.1552734375,6.7138671875,-1.220703125,1.8310546875
0.0194,1.220703125,1.220703125,2.44140625,0.6103515625,6.103515625,6.103515625,6.103515625,1.8310546875,7.32421875
0.0196,0.0,-0.6103515625,4.8828125,6.103515625,2.44140625,3.0517578125,5.4931640625,6.7138671875,10.3759765625
0.0198,1.8310546875,-2.44140625,7.32421875,7.32421875,1.220703125,0.0,4.8828125,10.3759765625,3.662109375
0.02,1.220703125,0.6103515625,9.765625,4.2724609375,8.544921875,1.220703125,4.8828125,9.1552734375,0.0
0.020200000000000003,0.6103515625,1.8310546875,5.4931640625,0.6103515625,0.6103515625,-0.6103515625,7.32421875,4.8828125,1.8310546875
