time (seconds),Sweep 0_Membrane Potential (mV),Sweep 1_Membrane Potential (mV),Sweep 2_Membrane Potential (mV),Sweep 3_Membrane Potential (mV),Sweep 4_Membrane Potential (mV),Sweep 5_Membrane Potential (mV),Sweep 6_Membrane Potential (mV),Sweep 7_Membrane Potential (mV),Sweep 8_Membrane Potential (mV)
0.3236,-63.1103515625,-63.232421875,-63.41552734375,-63.65966796875,-63.53759765625,-62.896728515625,-63.29345703125,-63.65966796875,-63.018798828125
0.32380000000000003,-63.323974609375,-63.1103515625,-63.720703125,-63.812255859375,-63.53759765625,-62.92724609375,-63.140869140625,-63.385009765625,-63.018798828125
0.324,-63.262939453125,-63.018798828125,-63.262939453125,-63.78173828125,-63.41552734375,-63.17138671875,-63.1103515625,-63.65966796875,-63.262939453125
0.3242,-62.8662109375,-63.385009765625,-63.53759765625,-63.385009765625,-63.385009765625,-63.1103515625,-63.41552734375,-63.8427734375,-63.446044921875
0.3244,-62.80517578125,-63.262939453125,-63.751220703125,-63.323974609375,-63.53759765625,-62.957763671875,-63.04931640625,-63.568115234375,-63.3544921875
0.3246,-62.98828125,-62.92724609375,-63.568115234375,-63.4765625,-63.720703125,-62.744140625,-63.079833984375,-63.262939453125,-63.262939453125
0.32480000000000003,-63.323974609375,-63.262939453125,-63.690185546875,-63.812255859375,-63.4765625,-62.80517578125,-63.446044921875,-63.751220703125,-63.079833984375
0.325,-63.4765625,-63.41552734375,-63.629150390625,-63.629150390625,-63.507080078125,-63.04931640625,-63.3544921875,-63.3544921875,-63.232421875
0.3252,-63.323974609375,-63.17138671875,-63.65966796875,-63.5986328125,-63.65966796875,-63.232421875,-63.04931640625,-63.873291015625,-62.957763671875
0.3254,-63.17138671875,-62.896728515625,-63.232421875,-63.720703125,-63.629150390625,-63.140869140625,-63.079833984375,-63.5986328125,-63.140869140625
0.3256,-63.079833984375,-63.140869140625,-63.812255859375,-63.232421875,-63.4765625,-63.140869140625,-63.3544921875,-63.446044921875,-63.29345703125
0.32580000000000003,-63.04931640625,-63.232421875,-63.568115234375,-63.629150390625,-63.323974609375,-63.201904296875,-63.41552734375,-63.78173828125,-63.232421875
0.326,-62.92724609375,-63.29345703125,-63.4765625,-63.5986328125,-63.079833984375,-63.140869140625,-63.17138671875,-63.690185546875,-62.957763671875
0.3262,-62.98828125,-63.262939453125,-63.720703125,-63.41552734375,-63.29345703125,-63.018798828125,-63.04931640625,-63.3544921875,-63.385009765625
0.3264,-63.018798828125,-62.98828125,-63.78173828125,-63.629150390625,-63.568115234375,-63.232421875,-63.04931640625,-63.41552734375,-63.079833984375
0.3266,-62.98828125,-62.8662109375,-63.568115234375,-63.78173828125,-63.629150390625,-63.17138671875,-63.079833984375,-63.751220703125,-63.41552734375
0.32680000000000003,-63.17138671875,-62.8662109375,-63.4765625,-63.5986328125,-63.446044921875,-63.201904296875,-63.232421875,-63.5986328125,-63.018798828125
0.327,-62.98828125,-62.92724609375,-63.65966796875,-63.65966796875,-63.4765625,-63.262939453125,-63.323974609375,-63.446044921875,-63.04931640625
0.3272,-63.323974609375,-62.98828125,-63.751220703125,-63.29345703125,-63.629150390625,-63.385009765625,-63.385009765625,-63.17138671875,-63.3544921875
0.3274,-63.385009765625,-63.568115234375,-63.8427734375,-63.568115234375,-63.323974609375,-63.3544921875,-63.262939453125,-63.446044921875,-63.17138671875
0.3276,-63.507080078125,-63.140869140625,-63.751220703125,-63.53759765625,-63.629150390625,-63.140869140625,-63.446044921875,-63.53759765625,-62.98828125
0.32780000000000004,-63.446044921875,-63.04931640625,-63.568115234375,-63.4765625,-63.385009765625,-62.957763671875,-63.568115234375,-63.751220703125,-63.140869140625
0.328,-62.92724609375,-63.17138671875,-63.385009765625,-63.446044921875,-63.17138671875,-63.079833984375,-63.446044921875,-63.751220703125,-63.29345703125
0.3282,-63.262939453125,-62.98828125,-63.53759765625,-63.751220703125,-63.385009765625,-63.232421875,-63.5986328125,-63.78173828125,-63.232421875
0.3284,-63.232421875,-63.29345703125,-63.8427734375,-63.65966796875,-63.751220703125,-63.3544921875,-63.41552734375,-63.78173828125,-62.92724609375
0.3286,-63.3544921875,-63.262939453125,-63.8427734375,-63.385009765625,-63.29345703125,-63.385009765625,-63.385009765625,-63.720703125,-63.079833984375
0.32880000000000004,-63.41552734375,-62.98828125,-63.751220703125,-63.446044921875,-63.78173828125,-63.17138671875,-63.140869140625,-63.629150390625,-63.262939453125
0.329,-63.201904296875,-63.018798828125,-63.995361328125,-63.720703125,-63.41552734375,-63.079833984375,-62.80517578125,-63.720703125,-63.262939453125
0.3292,-63.41552734375,-62.713623046875,-63.873291015625,-63.873291015625,-63.5986328125,-63.29345703125,-62.98828125,-63.690185546875,-63.41552734375
0.3294,-63.232421875,-62.835693359375,-63.78173828125,-63.720703125,-63.568115234375,-63.385009765625,-63.1103515625,-63.629150390625,-63.4765625
0.3296,-62.92724609375,-62.98828125,-63.8427734375,-63.5986328125,-63.323974609375,-63.1103515625,-63.507080078125,-63.41552734375,-63.262939453125
0.32980000000000004,-63.140869140625,-62.98828125,-63.90380859375,-63.53759765625,-63.507080078125,-63.079833984375,-63.4765625,-63.507080078125,-63.262939453125
0.33,-63.140869140625,-62.98828125,-63.751220703125,-63.568115234375,-63.812255859375,-63.385009765625,-63.29345703125,-63.8427734375,-63.29345703125
0.3302,-63.3544921875,-62.896728515625,-63.812255859375,-63.65966796875,-63.385009765625,-63.018798828125,-63.385009765625,-63.873291015625,-63.323974609375
0.3304,-63.140869140625,-63.079833984375,-63.5986328125,-63.873291015625,-63.140869140625,-63.29345703125,-63.17138671875,-63.53759765625,-63.232421875
0.3306,-63.41552734375,-63.140869140625,-63.262939453125,-63.995361328125,-63.262939453125,-63.079833984375,-63.17138671875,-63.232421875,-63.3544921875
0.33080000000000004,-63.262939453125,-62.835693359375,-63.323974609375,-63.96484375,-63.65966796875,-63.232421875,-62.957763671875,-63.04931640625,-63.41552734375
0.331,-63.018798828125,-62.652587890625,-63.629150390625,-63.8427734375,-63.568115234375,-62.92724609375,-63.1103515625,-63.29345703125,-63.41552734375
0.3312,-63.29345703125,-63.04931640625,-63.751220703125,-63.96484375,-63.232421875,-63.140869140625,-63.385009765625,-63.720703125,-63.41552734375
0.33140000000000003,-63.4765625,-63.018798828125,-63.720703125,-63.96484375,-63.17138671875,-63.3544921875,-63.201904296875,-63.65966796875,-63.4765625
0.3316,-63.262939453125,-62.80517578125,-63.65966796875,-63.90380859375,-63.4765625,-63.1103515625,-63.04931640625,-63.720703125,-63.41552734375
0.33180000000000004,-63.1103515625,-63.018798828125,-63.690185546875,-63.8427734375,-63.690185546875,-63.079833984375,-63.29345703125,-63.17138671875,-63.201904296875
0.332,-63.04931640625,-62.8662109375,-63.323974609375,-63.720703125,-63.690185546875,-63.323974609375,-63.1103515625,-63.65966796875,-62.98828125
0.3322,-63.29345703125,-62.68310546875,-63.690185546875,-63.385009765625,-63.5986328125,-63.385009765625,-63.53759765625,-63.385009765625,-63.1103515625
0.33240000000000003,-63.385009765625,-63.140869140625,-63.41552734375,-63.385009765625,-63.446044921875,-63.201904296875,-63.41552734375,-63.446044921875,-63.385009765625
0.3326,-63.507080078125,-62.744140625,-63.385009765625,-63.629150390625,-63.323974609375,-63.079833984375,-63.201904296875,-63.446044921875,-63.53759765625
0.33280000000000004,-63.323974609375,-62.56103515625,-63.53759765625,-63.90380859375,-63.751220703125,-63.232421875,-63.568115234375,-63.568115234375,-63.385009765625
0.333,-63.079833984375,-63.018798828125,-63.629150390625,-63.96484375,-63.262939453125,-63.507080078125,-63.385009765625,-63.507080078125,-63.29345703125
0.3332,-63.04931640625,-63.1103515625,-63.323974609375,-63.690185546875,-63.201904296875,-63.385009765625,-62.957763671875,-63.507080078125,-63.1103515625
0.33340000000000003,-63.04931640625,-62.744140625,-63.720703125,-63.5986328125,-63.262939453125,-63.232421875,-63.3544921875,-63.65966796875,-63.232421875
0.3336,-63.018798828125,-62.591552734375,-63.262939453125,-63.690185546875,-63.1103515625,-62.98828125,-63.446044921875,-63.78173828125,-62.92724609375
0.33380000000000004,-62.98828125,-62.744140625,-63.751220703125,-63.873291015625,-63.29345703125,-63.018798828125,-63.262939453125,-63.41552734375,-63.17138671875
0.334,-63.018798828125,-63.04931640625,-63.4765625,-63.507080078125,-63.201904296875,-63.140869140625,-63.018798828125,-63.812255859375,-63.3544921875
0.3342,-63.04931640625,-63.018798828125,-63.29345703125,-63.873291015625,-63.41552734375,-63.262939453125,-63.201904296875,-63.3544921875,-63.29345703125
0.33440000000000003,-62.8662109375,-62.98828125,-63.53759765625,-63.8427734375,-63.65966796875,-63.90380859375,-63.446044921875,-63.232421875,-63.140869140625
0.3346,-63.201904296875,-62.8662109375,-63.751220703125,-63.629150390625,-63.385009765625,-63.4765625,-63.3544921875,-63.812255859375,-63.3544921875
0.33480000000000004,-63.17138671875,-62.652587890625,-63.568115234375,-63.53759765625,-63.41552734375,-63.4765625,-63.262939453125,-63.507080078125,-62.98828125
0.335,-63.201904296875,-62.652587890625,-63.3544921875,-63.812255859375,-62.896728515625,-63.4765625,-63.079833984375,-63.323974609375,-63.232421875
0.3352,-63.3544921875,-62.6220703125,-63.53759765625,-63.4765625,-63.079833984375,-63.385009765625,-63.1103515625,-63.4765625,-63.262939453125
0.33540000000000003,-63.385009765625,-62.6220703125,-63.690185546875,-63.8427734375,-63.018798828125,-63.507080078125,-63.53759765625,-63.78173828125,-63.04931640625
0.3356,-63.385009765625,-62.591552734375,-63.65966796875,-63.507080078125,-63.41552734375,-63.41552734375,-63.65966796875,-63.873291015625,-63.41552734375
0.33580000000000004,-63.1103515625,-62.56103515625,-63.5986328125,-63.4765625,-63.232421875,-63.232421875,-63.720703125,-63.4765625,-63.385009765625
0.336,-63.1103515625,-62.56103515625,-63.446044921875,-63.751220703125,-63.323974609375,-63.232421875,-63.568115234375,-63.53759765625,-62.98828125
0.3362,-63.232421875,-62.68310546875,-63.323974609375,-63.446044921875,-63.751220703125,-62.98828125,-63.507080078125,-63.629150390625,-63.232421875
0.33640000000000003,-63.507080078125,-62.591552734375,-63.262939453125,-63.29345703125,-63.3544921875,-63.1103515625,-63.720703125,-63.873291015625,-63.629150390625
0.3366,-63.53759765625,-62.591552734375,-63.41552734375,-63.568115234375,-63.323974609375,-63.3544921875,-63.5986328125,-63.8427734375,-63.29345703125
0.33680000000000004,-63.568115234375,-62.744140625,-63.3544921875,-63.8427734375,-63.4765625,-63.41552734375,-63.53759765625,-63.629150390625,-63.1103515625
0.337,-63.629150390625,-63.04931640625,-63.4765625,-63.568115234375,-63.140869140625,-63.41552734375,-63.53759765625,-63.5986328125,-63.232421875
0.3372,-63.04931640625,-63.1103515625,-63.568115234375,-63.446044921875,-63.17138671875,-62.92724609375,-63.53759765625,-63.53759765625,-63.29345703125
0.33740000000000003,-63.41552734375,-63.29345703125,-63.5986328125,-63.4765625,-62.98828125,-63.41552734375,-63.262939453125,-63.29345703125,-63.41552734375
0.3376,-63.4765625,-62.92724609375,-63.201904296875,-63.4765625,-63.29345703125,-62.92724609375,-63.079833984375,-63.201904296875,-63.3544921875
0.3378,-63.04931640625,-62.530517578125,-63.41552734375,-63.8427734375,-63.1103515625,-63.17138671875,-63.262939453125,-63.323974609375,-63.385009765625
0.338,-63.41552734375,-62.713623046875,-63.323974609375,-63.8427734375,-63.232421875,-63.4765625,-63.5986328125,-63.3544921875,-62.957763671875
0.3382,-63.41552734375,-62.56103515625,-63.201904296875,-63.751220703125,-63.385009765625,-63.323974609375,-63.720703125,-63.29345703125,-63.1103515625
0.33840000000000003,-63.04931640625,-62.744140625,-63.385009765625,-63.78173828125,-63.201904296875,-63.201904296875,-63.65966796875,-63.323974609375,-63.04931640625
0.3386,-63.4765625,-62.92724609375,-63.568115234375,-63.5986328125,-63.04931640625,-63.3544921875,-63.385009765625,-63.3544921875,-63.17138671875
0.3388,-63.17138671875,-62.591552734375,-63.751220703125,-63.53759765625,-63.1103515625,-62.98828125,-63.385009765625,-63.4765625,-63.53759765625
0.339,-63.140869140625,-62.957763671875,-63.873291015625,-63.446044921875,-63.385009765625,-63.29345703125,-63.385009765625,-63.629150390625,-63.385009765625
0.3392,-63.41552734375,-62.957763671875,-63.690185546875,-63.385009765625,-63.4765625,-63.079833984375,-63.629150390625,-63.751220703125,-63.568115234375
0.33940000000000003,-63.1103515625,-62.896728515625,-63.3544921875,-63.232421875,-63.262939453125,-63.018798828125,-63.53759765625,-63.720703125,-63.232421875
0.3396,-63.1103515625,-62.896728515625,-63.507080078125,-63.53759765625,-63.140869140625,-63.41552734375,-63.17138671875,-63.53759765625,-63.201904296875
0.3398,-63.53759765625,-63.3544921875,-63.629150390625,-63.629150390625,-63.1103515625,-63.232421875,-63.385009765625,-63.53759765625,-63.018798828125
0.34,-63.5986328125,-62.744140625,-63.751220703125,-63.720703125,-63.232421875,-62.92724609375,-63.507080078125,-63.720703125,-63.262939453125
0.3402,-63.232421875,-63.29345703125,-63.53759765625,-63.873291015625,-63.232421875,-63.1103515625,-63.385009765625,-63.507080078125,-63.232421875
0.34040000000000004,-63.140869140625,-62.8662109375,-63.507080078125,-63.812255859375,-63.4765625,-63.323974609375,-63.385009765625,-63.751220703125,-63.41552734375
0.3406,-63.507080078125,-62.92724609375,-63.507080078125,-63.568115234375,-63.4765625,-63.17138671875,-63.568115234375,-63.41552734375,-63.507080078125
0.3408,-63.568115234375,-62.98828125,-63.812255859375,-63.507080078125,-63.4765625,-63.018798828125,-63.079833984375,-63.385009765625,-63.41552734375
0.341,-63.53759765625,-62.591552734375,-63.720703125,-63.262939453125,-63.507080078125,-62.835693359375,-63.3544921875,-63.720703125,-63.323974609375
0.3412,-63.41552734375,-62.80517578125,-63.4765625,-63.53759765625,-63.507080078125,-62.957763671875,-63.41552734375,-63.65966796875,-63.04931640625
0.34140000000000004,-63.232421875,-63.201904296875,-63.720703125,-63.629150390625,-63.568115234375,-63.29345703125,-63.29345703125,-63.385009765625,-63.41552734375
0.3416,-63.232421875,-62.957763671875,-63.568115234375,-63.751220703125,-63.507080078125,-63.29345703125,-63.018798828125,-63.751220703125,-63.262939453125
0.3418,-63.3544921875,-62.80517578125,-63.41552734375,-63.720703125,-63.41552734375,-63.29345703125,-63.262939453125,-63.3544921875,-63.3544921875
0.342,-63.507080078125,-62.713623046875,-63.446044921875,-63.720703125,-63.140869140625,-63.17138671875,-63.507080078125,-63.65966796875,-63.079833984375
0.3422,-63.568115234375,-63.04931640625,-63.720703125,-63.385009765625,-63.04931640625,-63.079833984375,-63.53759765625,-63.53759765625,-63.018798828125
0.34240000000000004,-63.5986328125,-62.98828125,-63.29345703125,-63.812255859375,-63.1103515625,-62.92724609375,-63.29345703125,-63.262939453125,-63.232421875
0.3426,-64.14794921875,-62.591552734375,-63.629150390625,-63.53759765625,-63.3544921875,-62.652587890625,-63.140869140625,-63.720703125,-63.3544921875
0.3428,-63.629150390625,-62.591552734375,-63.65966796875,-63.29345703125,-63.53759765625,-62.8662109375,-63.140869140625,-63.720703125,-62.98828125
0.343,-63.629150390625,-62.68310546875,-63.385009765625,-63.446044921875,-63.385009765625,-62.744140625,-63.29345703125,-63.41552734375,-63.446044921875
0.3432,-63.65966796875,-62.896728515625,-63.507080078125,-63.78173828125,-63.17138671875,-62.896728515625,-63.41552734375,-63.53759765625,-62.957763671875
0.34340000000000004,-63.720703125,-63.04931640625,-63.629150390625,-63.385009765625,-62.92724609375,-62.8662109375,-63.629150390625,-63.568115234375,-63.385009765625
0.3436,-63.720703125,-62.98828125,-63.812255859375,-63.812255859375,-63.140869140625,-62.896728515625,-63.5986328125,-63.78173828125,-63.201904296875
0.3438,-63.629150390625,-62.957763671875,-63.29345703125,-63.507080078125,-63.323974609375,-62.896728515625,-63.629150390625,-63.568115234375,-62.957763671875
0.34400000000000003,-63.323974609375,-62.8662109375,-63.29345703125,-63.720703125,-63.53759765625,-63.018798828125,-63.446044921875,-63.140869140625,-63.323974609375
0.3442,-63.04931640625,-62.835693359375,-63.5986328125,-63.446044921875,-63.262939453125,-63.201904296875,-63.4765625,-63.1103515625,-63.323974609375
0.34440000000000004,-63.17138671875,-62.80517578125,-63.873291015625,-63.41552734375,-63.53759765625,-63.232421875,-63.65966796875,-63.140869140625,-63.018798828125
0.3446,-63.3544921875,-62.744140625,-63.751220703125,-63.78173828125,-63.323974609375,-63.1103515625,-63.629150390625,-63.568115234375,-63.018798828125
0.3448,-63.507080078125,-62.744140625,-63.65966796875,-63.629150390625,-63.41552734375,-62.896728515625,-63.385009765625,-63.751220703125,-63.446044921875
0.34500000000000003,-63.507080078125,-62.8662109375,-63.446044921875,-63.3544921875,-63.140869140625,-62.896728515625,-63.3544921875,-63.5986328125,-63.4765625
0.3452,-63.53759765625,-62.896728515625,-63.29345703125,-63.53759765625,-63.446044921875,-62.896728515625,-63.4765625,-63.65966796875,-63.201904296875
0.34540000000000004,-63.262939453125,-62.957763671875,-63.232421875,-63.78173828125,-63.17138671875,-62.835693359375,-63.3544921875,-63.8427734375,-62.8662109375
0.3456,-63.385009765625,-62.8662109375,-63.446044921875,-63.629150390625,-63.4765625,-63.3544921875,-63.140869140625,-63.720703125,-62.8662109375
0.3458,-63.079833984375,-63.079833984375,-63.201904296875,-63.385009765625,-63.3544921875,-62.835693359375,-63.04931640625,-63.78173828125,-63.04931640625
0.34600000000000003,-63.323974609375,-63.018798828125,-63.568115234375,-63.4765625,-63.323974609375,-63.323974609375,-63.1103515625,-63.568115234375,-63.385009765625
0.3462,-63.385009765625,-62.80517578125,-63.507080078125,-63.720703125,-63.720703125,-63.17138671875,-63.323974609375,-63.446044921875,-63.385009765625
0.34640000000000004,-63.3544921875,-62.835693359375,-63.65966796875,-63.812255859375,-63.41552734375,-63.17138671875,-63.5986328125,-63.568115234375,-63.385009765625
0.3466,-63.140869140625,-62.744140625,-63.8427734375,-63.78173828125,-63.232421875,-62.896728515625,-63.65966796875,-63.568115234375,-63.4765625
0.3468,-63.568115234375,-63.1103515625,-63.4765625,-63.568115234375,-63.41552734375,-62.896728515625,-63.53759765625,-63.720703125,-63.53759765625
0.34700000000000003,-63.201904296875,-63.079833984375,-63.568115234375,-63.262939453125,-63.65966796875,-62.92724609375,-63.29345703125,-63.53759765625,-63.385009765625
0.3472,-63.446044921875,-63.079833984375,-63.323974609375,-63.262939453125,-63.4765625,-62.92724609375,-63.140869140625,-63.41552734375,-63.812255859375
0.34740000000000004,-63.507080078125,-62.80517578125,-63.29345703125,-63.3544921875,-63.262939453125,-62.835693359375,-63.079833984375,-63.140869140625,-63.385009765625
0.3476,-63.1103515625,-62.92724609375,-63.507080078125,-63.41552734375,-63.29345703125,-63.262939453125,-63.323974609375,-63.17138671875,-63.323974609375
0.3478,-63.3544921875,-63.140869140625,-63.629150390625,-63.385009765625,-63.568115234375,-62.957763671875,-63.41552734375,-63.29345703125,-63.4765625
0.34800000000000003,-63.507080078125,-62.80517578125,-63.629150390625,-63.568115234375,-63.568115234375,-63.018798828125,-63.17138671875,-63.720703125,-63.232421875
0.3482,-63.3544921875,-62.98828125,-63.53759765625,-63.5986328125,-63.65966796875,-63.17138671875,-63.323974609375,-63.751220703125,-63.3544921875
0.34840000000000004,-63.1103515625,-62.8662109375,-63.5986328125,-63.65966796875,-63.507080078125,-62.80517578125,-63.446044921875,-63.446044921875,-63.04931640625
0.3486,-63.262939453125,-63.018798828125,-63.385009765625,-63.4765625,-63.4765625,-62.80517578125,-63.140869140625,-63.568115234375,-63.04931640625
0.3488,-63.507080078125,-62.744140625,-63.720703125,-63.4765625,-63.29345703125,-63.140869140625,-63.385009765625,-63.17138671875,-63.29345703125
0.34900000000000003,-63.5986328125,-63.079833984375,-63.232421875,-63.262939453125,-63.140869140625,-63.29345703125,-63.262939453125,-63.3544921875,-63.446044921875
0.3492,-63.507080078125,-63.079833984375,-63.3544921875,-63.140869140625,-63.41552734375,-62.896728515625,-63.17138671875,-63.720703125,-63.507080078125
0.34940000000000004,-63.262939453125,-62.713623046875,-63.53759765625,-63.232421875,-63.262939453125,-62.80517578125,-63.5986328125,-63.507080078125,-63.232421875
0.3496,-63.1103515625,-62.80517578125,-63.3544921875,-63.323974609375,-63.323974609375,-63.201904296875,-63.29345703125,-63.3544921875,-63.3544921875
0.3498,-63.079833984375,-63.079833984375,-62.92724609375,-63.78173828125,-63.323974609375,-63.323974609375,-63.018798828125,-63.65966796875,-63.53759765625
0.35000000000000003,-63.079833984375,-63.079833984375,-63.507080078125,-63.812255859375,-63.29345703125,-63.201904296875,-63.29345703125,-63.385009765625,-63.1103515625
0.3502,-63.1103515625,-62.80517578125,-63.04931640625,-63.720703125,-63.232421875,-62.957763671875,-63.385009765625,-63.5986328125,-63.41552734375
0.3504,-62.98828125,-62.652587890625,-63.323974609375,-63.53759765625,-63.17138671875,-63.018798828125,-62.92724609375,-63.201904296875,-63.446044921875
0.3506,-63.1103515625,-62.68310546875,-63.29345703125,-63.4765625,-63.232421875,-63.140869140625,-63.04931640625,-63.5986328125,-63.140869140625
0.3508,-63.17138671875,-62.98828125,-63.232421875,-63.507080078125,-63.17138671875,-63.232421875,-63.262939453125,-63.4765625,-63.41552734375
0.35100000000000003,-63.262939453125,-63.17138671875,-63.507080078125,-63.5986328125,-63.41552734375,-63.262939453125,-63.53759765625,-63.262939453125,-63.629150390625
0.3512,-63.262939453125,-63.1103515625,-63.3544921875,-63.78173828125,-63.568115234375,-63.323974609375,-63.507080078125,-63.568115234375,-63.262939453125
0.3514,-63.04931640625,-63.140869140625,-63.17138671875,-63.29345703125,-63.65966796875,-63.3544921875,-63.079833984375,-63.53759765625,-63.629150390625
0.3516,-63.04931640625,-63.079833984375,-63.385009765625,-63.4765625,-63.4765625,-63.29345703125,-63.323974609375,-63.262939453125,-63.29345703125
0.3518,-63.079833984375,-62.92724609375,-63.4765625,-63.65966796875,-63.323974609375,-63.29345703125,-63.29345703125,-63.53759765625,-63.5986328125
0.35200000000000004,-63.17138671875,-62.744140625,-63.262939453125,-63.41552734375,-63.232421875,-63.3544921875,-63.507080078125,-63.873291015625,-63.5986328125
0.3522,-63.323974609375,-62.713623046875,-63.079833984375,-63.751220703125,-63.53759765625,-63.3544921875,-63.53759765625,-63.690185546875,-63.29345703125
0.3524,-63.4765625,-62.835693359375,-63.079833984375,-63.65966796875,-63.385009765625,-63.446044921875,-63.53759765625,-63.53759765625,-63.385009765625
0.3526,-63.5986328125,-62.713623046875,-63.385009765625,-63.53759765625,-63.5986328125,-63.140869140625,-63.232421875,-63.262939453125,-63.629150390625
0.3528,-63.262939453125,-62.80517578125,-63.446044921875,-63.568115234375,-63.446044921875,-62.98828125,-63.262939453125,-63.53759765625,-63.446044921875
0.35300000000000004,-63.079833984375,-62.713623046875,-63.568115234375,-63.751220703125,-63.17138671875,-62.92724609375,-63.201904296875,-63.751220703125,-63.201904296875
0.3532,-63.201904296875,-62.835693359375,-63.41552734375,-63.507080078125,-63.446044921875,-62.957763671875,-63.140869140625,-63.690185546875,-63.3544921875
0.3534,-63.323974609375,-63.018798828125,-63.385009765625,-63.385009765625,-63.41552734375,-63.1103515625,-63.201904296875,-63.568115234375,-63.720703125
0.3536,-63.1103515625,-63.018798828125,-63.17138671875,-63.568115234375,-63.201904296875,-63.201904296875,-63.232421875,-63.385009765625,-63.751220703125
0.3538,-63.4765625,-62.98828125,-63.04931640625,-63.751220703125,-63.629150390625,-62.8662109375,-63.29345703125,-63.3544921875,-63.5986328125
0.35400000000000004,-63.29345703125,-62.744140625,-63.04931640625,-63.873291015625,-63.232421875,-63.262939453125,-63.323974609375,-63.29345703125,-63.262939453125
0.3542,-63.41552734375,-62.744140625,-63.232421875,-63.629150390625,-63.446044921875,-62.8662109375,-63.4765625,-63.385009765625,-63.201904296875
0.3544,-63.323974609375,-63.018798828125,-63.140869140625,-63.53759765625,-63.5986328125,-62.896728515625,-63.53759765625,-63.446044921875,-63.41552734375
0.3546,-63.140869140625,-63.17138671875,-63.140869140625,-63.53759765625,-63.29345703125,-63.232421875,-63.17138671875,-63.507080078125,-63.629150390625
0.3548,-63.53759765625,-63.232421875,-63.3544921875,-63.41552734375,-63.41552734375,-63.140869140625,-63.079833984375,-63.29345703125,-63.720703125
0.35500000000000004,-63.4765625,-63.1103515625,-63.41552734375,-63.53759765625,-63.629150390625,-62.591552734375,-63.04931640625,-63.446044921875,-63.812255859375
0.3552,-63.53759765625,-62.652587890625,-63.507080078125,-63.4765625,-63.53759765625,-63.018798828125,-63.29345703125,-63.41552734375,-63.751220703125
0.3554,-63.323974609375,-62.98828125,-63.65966796875,-63.507080078125,-63.262939453125,-62.896728515625,-63.5986328125,-63.41552734375,-63.5986328125
0.3556,-63.629150390625,-62.652587890625,-63.385009765625,-63.690185546875,-63.079833984375,-63.17138671875,-63.079833984375,-63.5986328125,-63.629150390625
0.3558,-63.262939453125,-62.98828125,-63.262939453125,-63.629150390625,-63.29345703125,-62.652587890625,-63.262939453125,-63.812255859375,-63.568115234375
0.35600000000000004,-63.323974609375,-63.201904296875,-63.018798828125,-63.629150390625,-63.507080078125,-63.17138671875,-63.385009765625,-63.8427734375,-63.65966796875
0.3562,-63.53759765625,-62.98828125,-63.17138671875,-63.53759765625,-63.65966796875,-63.1103515625,-63.3544921875,-63.720703125,-63.65966796875
0.3564,-63.323974609375,-62.98828125,-63.507080078125,-63.385009765625,-63.65966796875,-62.835693359375,-63.04931640625,-63.5986328125,-63.720703125
0.35660000000000003,-63.232421875,-63.29345703125,-63.41552734375,-63.3544921875,-63.4765625,-63.079833984375,-63.17138671875,-63.5986328125,-63.629150390625
0.3568,-63.41552734375,-62.92724609375,-63.53759765625,-63.4765625,-63.385009765625,-63.201904296875,-63.201904296875,-63.720703125,-63.385009765625
0.35700000000000004,-63.690185546875,-63.232421875,-63.079833984375,-63.53759765625,-63.385009765625,-62.896728515625,-62.957763671875,-63.385009765625,-63.232421875
0.3572,-63.385009765625,-63.140869140625,-63.3544921875,-63.751220703125,-63.262939453125,-62.713623046875,-63.079833984375,-63.629150390625,-63.140869140625
0.3574,-63.262939453125,-62.896728515625,-63.262939453125,-63.90380859375,-63.232421875,-62.92724609375,-63.140869140625,-63.629150390625,-63.201904296875
0.35760000000000003,-63.201904296875,-63.1103515625,-63.140869140625,-63.873291015625,-63.3544921875,-63.262939453125,-62.80517578125,-63.5986328125,-63.41552734375
0.3578,-63.4765625,-63.079833984375,-63.3544921875,-63.41552734375,-63.4765625,-63.262939453125,-63.1103515625,-63.201904296875,-63.568115234375
0.35800000000000004,-63.629150390625,-62.8662109375,-63.507080078125,-63.323974609375,-63.232421875,-63.1103515625,-63.29345703125,-63.3544921875,-63.385009765625
0.3582,-63.507080078125,-62.835693359375,-63.140869140625,-63.65966796875,-63.4765625,-62.98828125,-62.98828125,-63.41552734375,-63.29345703125
0.3584,-63.41552734375,-63.04931640625,-63.41552734375,-63.812255859375,-63.568115234375,-62.835693359375,-62.8662109375,-63.3544921875,-63.507080078125
0.35860000000000003,-63.232421875,-63.232421875,-63.262939453125,-63.873291015625,-63.629150390625,-62.957763671875,-63.04931640625,-63.3544921875,-63.507080078125
0.3588,-63.262939453125,-63.04931640625,-63.568115234375,-63.507080078125,-63.690185546875,-62.957763671875,-63.262939453125,-63.4765625,-63.4765625
0.35900000000000004,-63.262939453125,-62.744140625,-63.1103515625,-63.90380859375,-63.5986328125,-62.98828125,-63.04931640625,-63.04931640625,-63.29345703125
0.3592,-63.1103515625,-62.98828125,-63.385009765625,-63.4765625,-63.262939453125,-63.018798828125,-62.92724609375,-63.385009765625,-63.507080078125
0.3594,-63.17138671875,-63.04931640625,-63.53759765625,-63.5986328125,-63.1103515625,-62.98828125,-63.1103515625,-63.41552734375,-63.568115234375
